year	Primary_Occupations	Main_income	Main_Ocupation	Member_ALCS	Member_ALCS_year	Member_Society	Member_Society_year	Member_WGGB	Member_WGGB_year	Member_NUJ	Member_NUJ_year	Member_ALLi	Member_ALLi_year	Member_Other	Member_Other_year	Starting_Year	Importance_Books	Importance_Newspapers	Importance_Magazines	Importance_Theatre	Importance_Audio	Importance_Digital	Importance_Other	Importance_Other_Name	Books_Fiction	Books_Travel	Books_Nonfiction	Books_Academic	Books_Professional	Books_Children	Books_NonfictionChildren	Books_Educational	Books_Games	Audio_Film	Audio_FilmDocu	Audio_TVDrama	Audio_TVDocu	Audio_Children	Audio_TVComedy	Audio_TVSoap	Audio_RadioFiction	Audio_RadioNonFiction	Audiovisuals	Broadcasting	Downloading	Online	Rental	hh_income_2021	indiv_income_2021	writing_income_2021	Earn_Publishers	Earn_SelfPublication	Earn_PublicLending	Earn_ALCS	Earn_Awards	Earn_Grants	Earn_Fellowship	Earn_Teaching	Earn_Lectures	Earn_Crowfunding	Earn_Journalist	Earn_ComResearch	Earn_Copywriter	Earn_BookEdit	Earn_Academic	Earn_Translation	Earn_Others	hh_income_2020	indiv_income_2020	writing_income_2020	Covid_Impact_Earnings	Covid_Impact_Earnings_Info	Covid_Impact_Profession	Covid_Impact_Profession_Info	agent	legal_advise	legal_advise_whom	Copyright_confidence	cowriter	Copyright_concerns	Copyright_understand	Changed_contract	Change_contract_attempt	Changed_contract_Negotiations	Negotiation_fee	Negotiation_royalty	Negotiation_licence	Negotiation_attribution	Negotiation_integrity	Negotiation_warranties	Negotiation_reversion	Negotiation_other	self_publishing	self_publishing_types	self_publishing_comments	self_publishing_paid	buyout	buyout_percentage	buyout_percentage_change	reverse_clause	reverse_clause_use	reverse_clause_furtherearnings	advance	advance_change	royalty_paid	royalty_rate_hardback	royalty_rate_paperback	royalty_rate_ebooks	royalty_ebook	royalty_ebook_change	moral_rights	moral_rights_percent	moral_rights_dispute	moral_rights_dispute_grounds	MR_dispute_grounds_addition	Contractual_changes	Contract_clauses	Negotiation_perception	gender	age_group	ethnicity	housesize	edu	Training	country	PostCode	international	Issues_Survey	previous_surveys	Prize_draw	hh_income_2018	indiv_income_2018	writing_income_2018
2018	0		No longer writing (retired)	1	2000	0	.	0	.	0	.	0	.	0	.	1985	1	100	2	100	100	100			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				23	0	0	79	0	0	0	0	0		0	0	0	0	100	0	0								0	Never		Very confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			0	0		1		Percentage of net receipts						Yes					retired		Not changed	Male	75-84	White	3	Degree	1	E		0				42000	41500	100
2018	0		Editor	1	2009	0	.	0	.	1	2005	0	.	1	2004	1978	3	2	1	100	100	2		Corporate writing	100	100	1	100	2	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				110		9	110																					0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			0	0		1	No change	Percentage of net receipts		0-19%			They have gone up	Yes	0%	0					Not changed	Female	55-64	White	1	Degree	1	E		0				15000	14000	1000
2018	1	0	Academic	1	2016	0	.	0	.	0	.	0	.	0	.	1978	1	100	2	100	100	3			100	100	2	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				1200		100	150	300				600						600000										0	Never		Less confident	1	Don't know	1	1		paperback and open access publishing	0	0	1	0	0	0	1	0	0			0	1	10-39%	Increased	0	1	0	1	No change	Other	0-19%	0-19%		Percentage of retail/publisher's price	They have gone up	No		0						Male	65-74	White	2	PhD	1	Other		1				110000	650000	1500
2018	0		Academic	1	2013	0	.	0	.	0	.	0	.	1	1975	1982	2	100	100	100	100	1		Academic journals	100	100	100	2	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				250	0	0	250	0	0	0	0	0		0	0	0	0	52000	0	0								0			Less confident	0	Yes	1	0			0	0	0	0	0	0	0	0	0			0	0	40-59%	Increased	0	0	0	1	Slightly increased	Other	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes		0				No	Improved	Male	75-84	White	2	PhD	1	N		0				57000	52000	500
2018	1	1	Author	1	2017	1	2016	0	.	0	.	0	.	0	.	2016	1	100	100	100	100	100			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				9500				500																				1	Yes, as a matter of course	Professional body/union	Moderately confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	1	10-39%	Increased	0	0	0	1	No change	Other				Percentage of net receipts	They have gone up	Yes					100	100	Improved	Female	55-64	White	2	Degree	1	S		0				80000	10000	
2018	0		Academic	1	2005	0	.	0	.	0	.	0	.	0	.	1989	1	100	2	100	100	3			100	100	100	1	2	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				3000														67000										0	Never		Moderately confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			1	0	0	1	Slightly decreased	Other	0-19%	0-19%		Other	They have gone up	No		0					Weakened	Male	55-64	Mixed	2	Masters	1	E		0				100000	69000	3000
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		No longer writing (retired)	1	1985	0	.	0	.	0	.	0	.	1	1985	1984	1	100	2	100	100	100			100	100	2	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100							100													0								0	Never		Moderately confident	0	No	0	0			0	0	0	0	0	0	0	0	0			0	0			0			1		Percentage of retail/publisher's price						No								Female	65-74	White	2	Masters	1	E		0				70000	35000	100
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Author	1	2016	0	.	0	.	0	.	0	.	0	.	2015	1	100	100	100	5	6			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	100	100	100	3				900			100																					1	Yes, sometimes	Agent	Moderately confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			0	0		1	No change	Percentage of net receipts	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes		0				No	Not changed	Male	45-54	White	4	Degree	1	E		0				62000	8000	1000
2018	1	1	Author	1	2007	0	.	0	.	0	.	0	.	1	2007	2006	1	100	100	100	5	100			100	100	100	100	100	1	100	100	100	1	100	100	100	100	100	100	100	100	1	100	100	100	100				500000																								1	Yes, as a matter of course	Agent	Less confident		Don't know	1				0	0	0	0	0	0	0	0	0			0	0						0	Substantially increased		0-19%	0-19%				Yes	0%	0					Weakened	Male	35-44	White	1	Secondary school	1	Other		1				500000	500000	500000
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	1990	1	1987	0	.	0	.	0	.	0	.	1986	1	4	6	100	100	4			100	1	7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				22700		1600	200																					0	Yes, sometimes	Professional body/union	Less confident	1	Don't know	1	1		I usually manage to negotiate a bit more money	1	0	0	0	0	0	0	0	0			0	1	0%	Stayed the same	0	1	0	1	Slightly decreased	Percentage of net receipts	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes	0%	0			100	no	Improved	Male	55-64	White	2	Degree	1	E		0		2		50000	24500	24500
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Playwright	1	2010	0	.	1	2009	0	.	0	.	0	.	2009	100	6	5	1	1	2			100	100	100	100	100	100	100	100	5	9	8	2	8	100	2	2	1	1	1	1	1	2	4				2000			200		1000			175		500														1	Yes, as a matter of course	Agent	Moderately confident	1	Don't know		1		TMA rates as laid out by WGGB	1	1	0	0	0	0	0	0	0			0	1		Increased	0			1	Substantially increased	Percentage of retail/publisher's price											Less royalties more clauses about promoting your own work		Weakened	Male	35-34	White	2	Degree	1	W		0		2		30000	11000	8600
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Other	1	2004	0	.	0	.	0	.	0	.	0	.	2001	1	4	4	100	100	1			100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				3000	0	0	200	0	0	0	0	0		0	0	0	0	4000	0	45800								0	Never		No confidence	1	Don't know		1		new contract	1	1	0	0	0	0	0	1	0			0	0	0%	Increased	0			1	Slightly decreased	Other		0-19%		Other		Yes		0			none	no	Weakened	Male	45-54	White	4	Secondary school	1	E		0				70000	58000	3200
2018	1	1	Author	1	2005	0	.	0	.	0	.	0	.	1	2007	1991	1	100	100	100	100	5			100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				128863		189	13061																					0	Never		Less confident	1	Yes		1		Negotiated higher royalties and retaining copyright whilst giving publisher permission to use withing the life of the title etc	1	1	0	0	0	0	0	1	0			0	1	1-9%	Decreased	0	0		1	No change	Percentage of net receipts	0-19%			Percentage of net receipts	They have stayed the same	Yes		0			Some publishers assume I assign copyright which for major projects I never do. Publishers offering less money than they are actually prepared to pay		Weakened	Female	55-64	White	2	Masters	1	E		0				220000	85000	227113
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	2006	0	.	0	.	0	.	0	.	0	.	1999	1	100	100	100	100	100			100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				60000																								0	Never		Very confident	1	Don't know	0	1		adding expenses increasing fee	1	1	0	0	0	1	0	0	0			0	1	40-59%	Decreased	0			1	Substantially increased	Percentage of net receipts	0-19%	0-19%		Percentage of net receipts	They have gone up	No		0			none	none	Weakened	Female	45-54	White	3	Masters	1	S		0				130000		60000
2018	0		Other	1	2017	0	.	0	.	0	.	0	.	0	.	2016	1	100	100	100	100	100			100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				1000																								0	Never		Less confident	0	No	1	0			0	0	0	0	0	0	0	0	0			0	0			1	0	0	0		Percentage of net receipts	20-39%			Percentage of net receipts	They have gone up	Yes							Improved	Male	45-54	White	3	University entry	1	E		0				100000	99000	1000
2018	0		Academic	0	.	0	.	0	.	0	.	0	.	0	.	1999	1	100	6	100	100	2			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	0	.	0	.	0	.	0	.	0	.	0	.	1983	1	5	6	100	100	3		I have scripted one video game	100	100	2	100	100	100	1	3	4	100	100	100	100	100	100	100	100	100	0	100	100	100	100				40000		600	300							1500														1	Yes, as a matter of course	Agent	Less confident	1	Don't know	1	1		Fee amount payment schedule royalty rate	1	1	0	0	0	0	0	0	0			0	1	1-9%	Stayed the same	0	1	0	1	Slightly decreased	Percentage of retail/publisher's price	0-19%	0-19%		Percentage of retail/publisher's price	They have gone up	Yes		0			For the first time ever I have been offered a fee not an advance plus royalty twice by a major London publisher.		Improved	Male	55-64	White	3	Degree	1	E		0				80000	40000	40000
2018	1	1	Author	1	2017	0	.	0	.	0	.	0	.	0	.	1980	1	5	5	100	4	100			100	100	1	100	100	100	100	100	100	100	100	100	5	100	100	100	100	100	1	100	100	100	100				16000	0	0	300	0	0	0	0	200		0	0	0	0	0	0	0								1	Yes, as a matter of course	Friends	Less confident	1	Yes	0	1		Delivery date and word count	0	0	0	0	0	0	0	1	0			0	1	0%	Increased	0	1	1	1	Substantially increased	Other						Yes		0					Improved	Male	55-64	White	2	Degree	1	E		0				32000	23000	16500
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Author	1	2016	0	.	0	.	0	.	0	.	0	.	2001	1	2	3	100	100	100			2	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				2500										1000														1	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0	Traditional publication		0	0			0	0	0	1	Substantially increased	Other	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes		1	Attribution	I edited a posthumous work by another writer so wanted (and got) a copyright and royalty credit for the version of the text I produced.			Improved	Male	55-64	White	1	PhD	1	E		0				3500	1000	2500
2018	0		Academic	1	2004	0	.	0	.	0	.	0	.	0	.	1998	2	100	1	100	100	100		Academic journals are number 1	100	100	100	1	2	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				278			552							0	0	0	0	37000	0	0								0	Never		Very confident	0	No	1	0			0	0	0	0	0	0	0	0	0			0	0	0%		0	0	0	0		Percentage of net receipts	0-19%	0-19%				Yes		0			none	no contracts	Improved	Female	65-74	White	1	PhD	1	E		0				42000	42000	830
2018	1	0	Academic	1	2000	0	.	0	.	0	.	0	.	1	1990	1989	1	100	2	100	100	100			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	2002	1	2001	0	.	0	.	0	.	0	.	1993	1	2	100	100	3	4			1	100	3	4	100	2	100	5	100	100	100	100	100	100	100	100	2	1	1	1	100	100	100				18000		800	300					2900																1	Yes, as a matter of course	Agent	No confidence	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			0	0	0	1	Substantially increased	Percentage of retail/publisher's price	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes						No	Improved	Male	55-64	White	2	PhD	1	S		0		2		60000	24000	22000
2018	0		Academic	1	2014	1	2012	0	.	0	.	0	.	0	.	2014	3	100	6	100	100	5			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				282			142											424										0	Yes, as a matter of course	Other		0		1	0			0	0	0	0	0	0	0	0	0	Other		0	0	0%	Increased	0	0		0	No change	Percentage of net receipts	0-19%	0-19%		Percentage of net receipts		Yes		0			Publisher was taken over and there is a definite change in communication i.e. none.	Electronic books - Amazon kindle depends on the number of people requesting kindle version.	Improved	Female	55-64	White	2	PhD	1	E		0						424
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	2016	0	.	0	.	0	.	0	.	0	.	2014	2	100	100	100	100	1			1	100	100	100	100	3	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				123347	1000	0	0	0	0	0	0	0		0	0	0	0	0	0	0								1	Yes, sometimes	Agent	Moderately confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			0	0		1	Substantially increased	Other		0-19%		Other	They have gone up	Yes		0					Not changed	Female	35-44	White	1	Degree	1	E		0				124347	124347	124347
2018	1	0	Author	1	2012	1	2012	0	.	0	.	0	.	0	.	2012	1	6	100	100	100	100			1	100	9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				4000		179				250	1150	1007																1	Yes, as a matter of course	Professional body/union	Moderately confident	0	No		0			0	0	0	0	0	0	0	0	0			0	0			0	0	0	1	Substantially increased	Percentage of net receipts				Percentage of net receipts	They have gone up	Yes	0%	0					Improved	Male	45-54	White	1	Secondary school	1	S		0				9693	5651	4042
2018	1	1	Scriptwriter	1	2013	0	.	0	.	0	.	0	.	0	.	2007	100	100	100	2	1	100			100	100	100	100	100	100	100	100	100	100	100	1	100	100	3	2	100	100	1	1	2	3	4				0	0	0	4000	0	0	0	0	0		0	0	0	0	0	0	0								1	Yes, as a matter of course	Agent	Less confident	1	Don't know		1		Fee improvement minimum episodes guarantee improved back-end deal	1	0	1	0	0	0	0	0	0	Traditional publication		0	1			0	0	0	1	Slightly increased	Percentage of net receipts											Lower option fees offered for TV drama.		Weakened	Male	35-44	White	5 or more	Masters	1	W		0		2		150000	130000	130000
2018	1	1	Author	1	2012	1	2015	0	.	0	.	0	.	0	.	2010	1	100	100	100	100	100			1	100	100	100	100	2	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Journalist	1	2013	0	.	0	.	0	.	0	.	1	2015	1999	6	100	1	100	100	3			5	100	2	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				3000	100	0	3000	250	0	0	0	0		0	0	0	0	0	0	32000								0	Never		Moderately confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	1	Electronic publication		0	1	90-100%	Increased	1	0	0	0	No change							No		1	Both attribution and integrity				Improved	Male	45-54	White	1	Masters	1	E		0				40000	40000	4000
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	1990	1	1990	0	.	0	.	0	.	0	.	1990	1	100	100	100	100	1			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				10000	10000	2500	150																					1	Yes, sometimes	Other	Moderately confident	1	Don't know	0	1		rights	0	0	1	0	0	0	0	0	1	Electronic publication	very easy process on Amazon	1	0			0	1	1	1	Slightly increased	Percentage of net receipts	0-19%	0-19%		Other	They have gone up	Yes		0					Improved	Female	55-64	White	2	Degree	1	W		0				5000	25000	25000
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Author	1	2015	0	.	0	.	0	.	0	.	0	.	2015	1	100	100	100	100	4		Speaking/event fees (rank 6 in importance)	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				9150	2700	100	120	100	0	0	0	160		0	0	0	0	0	0	0								1	Yes, sometimes	Agent	Less confident	1	Don't know	0	1		Yes I negotiated out an onerous clause requiring me to obtain public liability insurance for an appearance. I did not refer to any advice or model contract.	0	0	0	0	0	0	0	1	1	Electronic publication		1	0	0%	Increased	0	0		1	No change	Other	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes	0%	0					Weakened	Female	35-34	Asian	2	Degree	1	E		0				105200	62700	12500
2018	0		Poet	1	2015	1	2015	0	.	0	.	1	2016	1	2017	2015	1	100	100	100	100	100			100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100					66							50								21000								0		Professional body/union	Less confident	1	Don't know		1		I extracted myself from an existing verbal contract with a publisher	0	0	0	0	0	0	1	0	1	Traditional publication	Satisfying to have full control of marketing and distribution but costly in terms of creative time.	1	0			1	1	1	1		Percentage of retail/publisher's price						Yes								Female	45-54	White	2	Degree	1	E		0				21116	21116	116
2018	0		Author	1	2005	0	.	0	.	0	.	0	.	0	.	1992	1	100	2	100	100	3			100	100	100	1	2	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				3300	0	0	200	0	0	0	0	0						66500										0	Never		No confidence	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			0	0		1	No change	Other	0-19%	0-19%		Other	They have gone up	Yes		0				No	Improved	Male	65-74	White	3	PhD	1	E		0				110000	70000	3500
2018	0		Other	1	2007	0	.	0	.	0	.	0	.	0	.	2007	1	100	100	100	100	100			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				47000		3000																						1	Yes, as a matter of course	Agent	Moderately confident	0	Don't know		0			0	0	0	0	0	0	0	0	0			0	0			0			1	No change	Percentage of net receipts	0-19%	0-19%			They have gone up	Yes		0					Improved	Male	55-64	White	2	Degree	1	E		0				200000	150000	50000
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	1	2008	0	.	0	.	0	.	0	.	0	.	2008	1	100	100	100	100	100			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				75000	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0								0	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			0			0		Percentage of net receipts	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes		0			none	no	Not changed	Male	55-64	White	2	PhD	1	Other		1				126000	126000	75000
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Scriptwriter	1	2010	0	.	0	.	0	.	0	.	0	.	2002	2	100	4	100	1	3			100	100	1	100	100	100	100	100	100	100	100	100	100	100	1	100	3	2	1	1	100	100	100				1000			4000				1000	1000																1	Yes, sometimes	Agent	Less confident	1	Don't know	0	1			1	0	0	0	0	0	0	1	0			0	1	60-89%	Increased	0	0	0	1	Slightly increased	Other	0-19%	0-19%		Other	They have gone up	Don't know	60-89%	0					Improved	Male	35-44	White	4	Degree	1	E		0				45000	37000	20000
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Other	1	2006	1	2006	0	.	0	.	0	.	0	.	2005	2	3	1	100	100	4		copy writing/editing	100	2	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				200	0	58	130	0	2000	0	250	50																1	Never		No confidence	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			0	1	0	1	Substantially increased	Percentage of retail/publisher's price	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes		0			Definitely harder to get a contract in the first place and a lot more hoops to jump through with regards to foreign rights and e-books. Far more responsibility lays at the feet of authors with regards to marketing and publicity.		Improved	Female	45-54	White	2	Secondary school	1	E		0				20000		4800
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	2014	0	.	0	.	0	.	0	.	1	2010	1990	1	2	3	100	100	100		Creative Writing teaching	2	100	1	3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				2000		72	144				935			1700			100											1	Yes, as a matter of course	Agent	Moderately confident	1	Yes	1	1		my agent renegotiated a botched contract	0	1	0	0	0	0	0	0	0			0	0			0	0		1	Substantially increased	Percentage of retail/publisher's price	0-19%	0-19%		Percentage of retail/publisher's price	They have gone up	No		0			I don't know (that is why I have an agent)	No idea	Improved	Female	45-54	White	2	Masters	1	E		0				20877	13500	12500
2018	1	1	Scriptwriter	1	2000	0	.	1	2017	0	.	0	.	0	.	1994	100	100	100	6	1	100			100	100	100	100	100	100	100	100	100	100	100	8	9	100	100	1	9	100	1	1	100	3	100				170000	0	0	6000	0	0	0	0	1000		0	0	0	0	0	0	0								1	Yes, as a matter of course	Agent	Less confident	1	Don't know	0	1		Residuals	1	0	1	0	0	0	0	0	0			0	0			0	1	1									Yes		0					Improved	Male	45-54	White	2	Degree	1	E		0				195000	177000	177000
2018	1	1	Scriptwriter	1	2012	0	.	1	2012	0	.	0	.	0	.	2004	100	100	100	100	1	100			100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	100	100	1	100	100	4	100																												0	Yes, sometimes	Professional body/union	Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			0			0								Yes							Not changed	Female	55-64	White	1	Masters	1	E		0		2		15000	15000	9000
2018	0		Author	1	1994	1	1994	0	.	0	.	0	.	0	.	1992	1	100	100	100	100	2		storyboading	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Author	1	2017	0	.	0	.	0	.	0	.	0	.	2017	1	100	100	100	100	100			100	100	1	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Author	1	2007	1	2005	0	.	0	.	0	.	0	.	2013	1	100	4	100	100	4		consultancy for educational materia	100	100	100	100	100	3	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Author	1	2005	0	.	0	.	1	2001	0	.	1	2005	1991	1	100	5	100	100	3			100	1	2	100	100	100	100	100	100	100	100	100	8	100	100	100	100	100	1	4	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		No longer writing (retired)	1	1977	1	1966	0	.	1	1962	0	.	1	1974	1962	1	100	100	100	100	1			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Other	0	.	0	.	0	.	0	.	1	2014	1	2003	2007	5	6	6	100	100	1			100	1	5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100					10000	200	100									20000												0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			0	0	0	1	Substantially increased	Other		60-79%		Other	They have gone up	Yes		0					Weakened	Male	45-54	White	4	Secondary school	1	W		0		2		50000		30000
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Journalist	1	2010	0	.	0	.	0	.	0	.	1	2005	2003	1	6	1	100	100	2			100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				5000		250	250							4000														0	Never		No confidence	1	Don't know	1	1		fees	1	0	0	0	0	0	0	0	1	Electronic publication	No costs - books whose copyright reverted to me became self-published e-Books	0	0			0	1	1	1	No change	Percentage of net receipts		0-19%		Percentage of net receipts	They have gone up	Don't know	90-100%	1	Attribution				Improved	Male	55-64	White	1	PhD	1	E		0						9500
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Scriptwriter	1	1998	0	.	1	2013	0	.	0	.	1	2017	1986	2	100	100	1	100	3			2	100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100					20		40																															0	0	0	0	0	0	0	0																																			0				160000	70000	6000
2018	0		Academic	0	.	0	.	0	.	0	.	0	.	0	.	1989	1	100	2	100	100	100			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	1	2011	0	.	0	.	0	.	0	.	0	.	2009	1	100	100	100	100	3			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Other	1	1995	0	.	0	.	0	.	0	.	0	.	1992	1	100	1	100	100	100			100	1	100	100	2	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				9000		600	200					200																0	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	1	90-100%	Increased	1	0	0	1	No change	Percentage of retail/publisher's price						Yes		0			all buy-out single fee unlimited use		Improved	Male	55-64	White	4	Degree	1	E		0				80000	40000	10000
2018	1	1	Author	1	2013	0	.	0	.	0	.	0	.	0	.	2011	1	100	6	100	100	5			100	100	100	1	100	100	100	2	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				99000			1000																					0	Never		Less confident	1	Don't know	0	1		change from fee to royalty	1	1	0	0	0	0	0	0	0			0	0			0	0	0	1	No change	Percentage of net receipts		0-19%		Percentage of retail/publisher's price	They have gone up	Yes	0%	0			royalties are disappearing and fees being offered instead for English Language Teaching books		Not changed	Male	35-44	White	4	Masters	1	E		0				138000	100000	100000
